Gene,gamma,beta,offset,a,t,h,intercept
Ftl1,0.0026936808,152.17981,0.0,1.0,0.5,54.549316,0.0
Furin,0.1400599,7.0525455,0.0,1.0,0.5,2.670757,0.0
Fut8,2.080729,1.5810391,-0.3849994,0.32045913,-0.697623,2.8094654,2.760631
Fxyd5,0.82663774,13.021406,-0.15047726,0.2986445,-0.6500676,3.8624766,5.4324803
Fyb,0.73175186,1.9143498,0.0,1.0,0.5,5.0462794,0.0
Fyco1,1.421587,0.7048097,0.0,1.0,0.5,0.57601094,0.0
Fyn,55.196632,56.304066,-0.41641384,4.865325,0.34708887,1.0007595,0.09555871
Fzr1,28.635294,391.982,-0.83833414,4.378057,0.53293383,1.6630274,-0.0027606813
G2e3,0.0672209,12.968976,0.31386584,2.3569114,2.6237524,1.3929566,0.13455169
G430095P16Rik,1.7012444,293.10587,-0.20429166,0.9163034,-0.5560329,2.341238,0.014236062
Gab1,1.6705476,0.5043019,0.0,1.0,0.5,0.71849906,0.0
Gabarapl1,0.0804093,10.865742,0.0,1.0,0.5,3.9947639,0.0
Gabpb1,0.8399208,1.4639738,0.0,1.0,0.5,1.5009352,0.0
Gadd45a,8.587283,47.890484,-0.58890986,0.13800433,1.5000958,1.1442579,-0.06423348
Gadd45b,0.033058707,14.195488,0.0,1.0,0.5,2.0309799,0.0
Galnt1,1.1416063,2.0272224,-0.8176458,0.2804738,0.8197361,2.2697725,-0.068881996
Galnt6,0.6095358,2.4909031,-0.5259397,0.25728536,-0.6717221,1.7454655,0.43528876
Gapdh,0.0029236656,149.00624,0.0,1.0,0.5,45.39169,0.0
Gas2l3,0.04868352,17.267206,0.42931485,2.2025063,2.675686,1.5339626,0.09866489
Gata1,173.29784,826.67444,0.031588275,116.99104,0.5522066,1.8105917,0.0005462018
Gata2,0.019697392,54.350822,2.1610105,0.9307854,3.3251452,3.4334493,0.20818946
Gata3,31.281582,197.75815,-0.028360218,6.7869744,-0.08293731,1.6396866,0.00274643
Gatm,7.816691,144.7675,0.84788734,12.72168,1.115532,14.904768,0.024879461
Gbe1,5.0568223,0.18226738,0.0,1.0,0.5,0.44887525,0.0
Gbp2,3.6165218,30.468594,-0.1599986,1.2747552,-0.525062,1.7023318,0.019899394
Gbp5,7.552547,14.525136,0.03771825,7.1072264,-0.12602663,1.2473018,0.017786369
Gbp7,2.6482568,23.546467,0.024247311,1.6016093,-0.36220458,2.4705122,0.024676297
Gcc2,0.2939693,2.7517347,0.0,1.0,0.5,1.7545438,0.0
Gch1,7.798298,11.576593,-0.15744038,0.7204459,-0.7923303,1.5484439,-0.0038800421
Gclm,663.0324,6605.904,2.3528585,211.76102,0.55940485,3.3524196,-0.04146384
Gcnt1,0.38482538,2.04726,0.0,1.0,0.5,1.0352715,0.0
Gcnt2,0.63063335,1.66885,0.8413624,2.0935035,3.0027347,1.873763,2.0353029
Gda,2.3020759,11.575151,0.13185884,56.284695,0.8978135,3.2206933,0.06851796
Gdf3,0.007926161,30.109476,0.0,1.0,0.5,2.152223,0.0
Gdi1,0.034825847,7.8096666,0.0,1.0,0.5,1.5453959,0.0
Gem,12.235893,8.6184435,-0.25896132,0.65299636,-0.6575454,1.023528,0.08732438
Gfi1,0.38032514,0.8032798,0.32528856,0.44872504,-1.4804776,1.1241326,0.21064547
Gfi1b,186.45972,1673.1896,-0.8202567,12.574975,0.48654366,2.162958,-0.010605357
Ggt5,16.919857,44.238842,-0.13039094,0.62091553,-0.75279045,0.7047188,0.0075258506
Ggta1,19.036293,13.392551,-0.2440624,0.12020172,2.3232584,0.81543046,-0.12535714
Ghr,2.950311,0.26223862,0.0,1.0,0.5,0.3631842,0.0
Gigyf1,0.009929112,22.88945,0.0,1.0,0.5,2.514614,0.0
Gimap5,7.5936832,37.812244,0.0006545989,9.565494,0.038832083,2.0984588,0.008537027
Gimap6,0.34162378,3.493148,0.8628994,3.4485652,2.5508447,3.0319004,0.97424316
Gimap8,30.68601,72.07242,-0.018310945,11.003253,-0.023817277,1.3980201,0.007882178
Gimap9,1.04595,0.903852,0.0,1.0,0.5,0.63964826,0.0
Gkap1,8.412469,20.039701,0.11741553,2.4621089,-0.27159846,2.5236635,0.012787295
Glipr1,2.3128433,15.113065,0.66023934,1.3942803,1.4965318,6.003435,0.12470271
Glipr2,6.3169694,28.586084,-0.0368579,0.67879814,-0.9636063,1.2612104,0.027305095
Glrx5,0.0020024523,180.41486,0.0,1.0,0.5,23.163607,0.0
Glul,2.924876,2.9069521,-0.2004404,2.0784676,-0.25655794,6.10215,0.665595
Gm10138,0.21077839,2.8155208,0.0,1.0,0.5,0.8946627,0.0
Gm11423,0.109867066,3.7363732,0.0,1.0,0.5,0.7968296,0.0
Gm11697,0.020057764,23.579077,-0.00927676,0.63393265,2.303332,1.1349814,-0.005825561
Gm11713,130.06456,1945.3505,-0.44565725,8.477866,0.49826738,0.90365314,-0.005240521
Gm11837,2.7235274,10.669149,-0.04030146,0.90738726,-0.8566313,0.9528145,0.012145867
Gm12216,12.453103,3.629618,-0.07928084,0.6011384,-1.1373832,0.8001502,0.06853035
Gm13212,0.42017636,1.9770634,0.0,1.0,0.5,0.89655405,0.0
Gm15261,37.26051,159.50497,-0.20503002,1.0589839,-0.2641307,0.7190705,0.011233065
Gm15657,15.347323,10.547552,-0.71186423,6.8394427,0.5069945,1.4289855,0.76199144
Gm15892,0.15591933,8.716486,-0.1434499,0.0878135,-1.7098725,0.24651635,0.035051133
Gm15915,0.013376527,117.79291,1.5316656,2.5151775,2.5192933,7.4938164,0.08246425
Gm16124,0.51871383,2.1104891,0.0,1.0,0.5,1.2811879,0.0
Gm16140,13.017659,128.74445,-0.09590882,5.9001727,-0.058919474,2.2099104,0.0090541225
Gm16141,4.6894855,83.27775,-0.18624246,5.6049786,0.10546019,1.8106525,0.019938165
Gm16152,68.27213,1278.4785,-0.20791802,9.986229,0.4015265,0.80472535,0.01031894
Gm1673,0.0057424805,146.18314,0.14463483,1.5536098,-0.78470683,1.0971978,0.008496671
Gm16845,0.555607,1.437104,0.0,1.0,0.5,1.1631944,0.0
Gm17590,0.013163599,111.09516,0.35384592,4.3497434,2.116388,5.285462,0.03772096
Gm19590,0.03908705,33.776337,0.60792106,3.6994472,2.4875615,2.5840437,0.111902006
Gm26522,0.23705904,2.2157943,0.0,1.0,0.5,0.49016815,0.0
Gm26542,3.7667494,0.31283665,0.0,1.0,0.5,0.3164963,0.0
Gm26624,1.7554613,0.5719535,0.0,1.0,0.5,0.29457435,0.0
Gm26632,11.185145,6.0298147,-0.099378645,0.55405414,-1.1378384,0.78362936,0.043756492
Gm26733,2.4232922,0.5655463,0.0,1.0,0.5,0.27366996,0.0
Gm26735,99.23821,1074.0308,-0.009614427,23.5676,0.43185654,0.51636183,0.005229396
Gm26802,51.033634,142.15372,-0.3101552,3.3978834,0.5041912,0.38997453,0.0008763246
Gm26910,0.53043306,1.3585572,0.0,1.0,0.5,0.62541866,0.0
Gm26917,7.8483586,155.23735,-0.30626997,0.61752653,1.2234528,2.3726313,-0.05802659
Gm2a,0.005209254,64.09917,0.0,1.0,0.5,8.187354,0.0
Gm42722,8.2755,2.929274,-0.029487418,0.63982654,-1.2529302,0.45321402,0.013855466
Gm4951,6.1209254,3.4043078,-0.08008447,3.8505414,-0.29745585,1.9946665,0.16749637
Gm973,8.42694,5.4488354,-0.0055992794,1.6249628,-0.76521,0.7221555,0.009960615
Gmnn,96.6684,1672.584,0.5444687,17.203506,0.6803991,3.364479,-0.045251276
Gmpr,0.1725086,72.37864,-0.7247931,1.3773582,0.5297622,1.5498219,0.08379085
Gna14,2.890326,0.33104,0.0,1.0,0.5,1.0362664,0.0
Gnaq,4.2031884,0.36947557,0.0,1.0,0.5,1.2397354,0.0
Gnb4,0.03905259,6.385148,-0.50885946,0.038218025,1.8060805,1.3064042,0.12622425
Gng11,0.0017620757,149.19353,0.0,1.0,0.5,8.188198,0.0
Gng12,4.480654,9.046267,-0.05429029,4.9719973,0.95568514,6.354388,-0.21838307
Golm1,218.24968,1208.1671,-0.34609994,13.515239,0.543977,0.8484227,-0.0053265276
Gpatch8,1.2943801,1.0351079,0.0,1.0,0.5,2.3059695,0.0
Gpcpd1,2.5895941,0.4713919,0.0,1.0,0.5,0.6976844,0.0
Gpi1,31.502144,849.9652,6.4114285,15.222894,1.0590515,39.313633,-0.123235665
Gpkow,1.1432331,0.99980134,0.0,1.0,0.5,0.6366054,0.0
Gpr171,2.0717247,7.697499,-1.2087384,0.70734787,-0.55093086,4.5331936,0.29333204
Gpr183,0.21849625,3.7033613,0.06392522,1.9083121,2.0661473,1.9085659,0.052436426
Gpsm2,31.143078,34.50312,-0.5775339,1.3578557,0.5539812,0.67642885,-0.030948875
Gpx1,0.0020712528,239.19159,0.0,1.0,0.5,78.8628,0.0
Gramd1a,0.16450275,4.552015,0.0,1.0,0.5,1.5394815,0.0
Grasp,5.5446973,11.5805435,-0.053555455,2.336762,-0.3156731,1.1458956,0.020017812
Grb10,15.063358,4.4707584,0.070502184,2.8737543,-0.43614918,1.3505116,-0.119982764
Gria3,6.995474,0.12636165,0.0,1.0,0.5,2.2669992,0.0
Grik5,0.5647055,1.662442,0.0,1.0,0.5,0.72434247,0.0
Grina,0.003601552,43.204628,0.0,1.0,0.5,2.1315098,0.0
Gse1,7.1390214,5.946562,-1.3149189,3.9860694,0.4242624,2.5246046,0.83704525
Gsn,0.009434141,53.997906,-0.5046582,0.121053256,-0.75597835,0.94982415,0.013995263
Gsr,0.32560587,11.053033,-0.24274014,0.00680343,-0.7439767,2.8952217,0.80741197
Gstm1,0.003430099,188.17928,0.0,1.0,0.5,17.824892,0.0
Gstm5,0.0068894858,72.018715,0.0,1.0,0.5,5.3558097,0.0
Gtdc1,6.1760736,0.20074181,0.0,1.0,0.5,0.4101333,0.0
Gtf3c3,0.3204543,1.8140687,0.0,1.0,0.5,1.0255163,0.0
Gtpbp10,0.403414,1.5439162,0.0,1.0,0.5,1.0122646,0.0
Gtpbp2,0.28103593,2.4591937,0.0,1.0,0.5,0.97202116,0.0
Guca1a,8.855934,49.41737,0.446625,13.529583,0.044598103,1.2816577,-0.06450165
Gulp1,2.8364892,0.30915335,0.0,1.0,0.5,0.5872497,0.0
Gypa,0.011605951,83.200584,0.18392439,3.152659,2.2006662,2.787541,0.010981164
Gypc,0.49420395,1.8975506,0.0,1.0,0.5,1.4569309,0.0
Gzmb,0.0042241486,228.74107,0.0,1.0,0.5,16.472216,0.0
H2-Ab1,0.0069657257,33.169098,0.0,1.0,0.5,2.612118,0.0
H2-D1,0.006263628,63.183258,0.0,1.0,0.5,37.765842,0.0
H2-DMa,0.002131581,90.76889,0.0,1.0,0.5,5.6759057,0.0
H2-K1,0.009955339,82.0538,0.0,1.0,0.5,42.832577,0.0
H2-Ob,50.93091,299.8277,-0.5907899,3.528937,0.4513002,0.77946186,0.014490497
H2-Q7,0.0013674166,160.26872,0.0,1.0,0.5,6.3980083,0.0
H2-T22,5.3402247,29.491001,0.43076932,3.0669422,-0.24852592,5.106113,-0.028890904
H2-T23,0.013756368,42.19093,0.0,1.0,0.5,11.969534,0.0
H2afv,0.022652907,35.76579,0.0,1.0,0.5,26.39045,0.0
H2afy,0.023499727,37.342224,0.0,1.0,0.5,100.78235,0.0
H2afz,0.008090781,70.338425,0.0,1.0,0.5,30.864817,0.0
H3f3b,0.010548082,48.685467,0.0,1.0,0.5,48.458725,0.0
Hacd4,0.070650585,18.72349,0.5091085,4.170837,2.357845,2.8763413,0.16427071
Hba-a1,0.0008442136,1159.892,0.0,1.0,0.5,48.06658,0.0
Hbb-bs,0.002185109,415.94785,0.0,1.0,0.5,44.902744,0.0
Hbb-bt,0.0025030952,253.66183,0.0,1.0,0.5,22.930483,0.0
Hbp1,17.852098,132.0298,-0.08414163,0.5492352,-0.85935426,1.7169427,0.11045822
Hcst,7.2153835,87.15967,0.030050669,0.40486598,2.0973144,1.870736,-0.04058247
Hdac7,24.348866,52.720528,-0.8878945,6.9850817,0.5222391,1.6362425,0.04106085
Hdc,0.8649819,1.6368978,0.763391,2.550105,-1.1446403,3.5323155,-0.007757648
Heatr5a,4.3563557,3.7634215,-0.4558982,0.31883052,-1.0612053,2.0656729,1.123961
Hebp1,0.013929957,94.23668,0.36397016,3.7708995,2.1168294,4.2766647,0.028169345
Heg1,0.9587282,1.1949677,0.0,1.0,0.5,1.4133521,0.0
Hells,32.85442,55.910023,-0.34804493,1.7573652,1.0914817,2.5022695,-0.17771281
Helz,0.69393694,2.118739,0.0,1.0,0.5,1.9631157,0.0
Hemgn,0.19356464,5.8137665,-0.5344073,0.045114666,1.6696593,0.8826406,0.03185101
Herc3,0.973564,0.8589558,0.0,1.0,0.5,0.39435005,0.0
Hgf,4.008622,0.1953212,0.0,1.0,0.5,0.4387488,0.0
Hhex,80.19655,5280.3594,-0.6014872,6.1282988,0.39036024,2.6376102,0.06540134
Hic2,0.29451257,1.5674809,0.0,1.0,0.5,0.3708274,0.0
Hist1h2bc,0.18843894,5.1700497,0.0,1.0,0.5,19.524515,0.0
Hivep1,1.8754835,0.6711668,0.0,1.0,0.5,0.74968183,0.0
Hivep2,5.085427,0.18835361,0.0,1.0,0.5,0.44881463,0.0
Hivep3,2.4828308,0.3716549,0.0,1.0,0.5,0.35479105,0.0
Hjurp,29.71395,62.81701,-0.74515855,0.6283355,0.64894414,1.4100505,-0.17631993
Hk1,61.975784,251.85086,-0.09355583,11.254301,0.4834818,1.5734247,0.1261621
Hk3,18.820658,89.812035,0.3021495,24.6653,0.89396554,3.6803465,0.0065120524
Hlf,0.094259255,20.658068,1.8269626,4.270123,2.3178678,8.525037,0.7287354
Hltf,0.35653844,1.9931563,0.0,1.0,0.5,1.684947,0.0
Hmbs,0.010216539,61.559147,0.0,1.0,0.5,11.840022,0.0
Hmga2,31.620451,16.466503,-0.36004886,3.5170374,0.33002743,0.6622404,0.16398741
Hmgb2,15.141898,272.28113,-1.060353,7.33317,0.67039526,17.137075,-0.14591044
Hmgb3,0.007922662,69.25715,0.0,1.0,0.5,15.016493,0.0
Hmgcs1,1.6058587,7.4874716,0.038917787,0.65440756,-0.7684453,1.0286623,0.024043426
Hmgn1,0.0117829,36.5547,0.0,1.0,0.5,10.517815,0.0
Hmgn3,15.587592,567.7231,0.19690531,6.611338,-0.06701139,5.010733,0.005415456
Hmmr,0.024152055,45.618237,0.71837413,1.6750451,2.2474194,3.8466082,0.06440804
Hnrnpa3,0.11890142,7.626116,0.0,1.0,0.5,7.890072,0.0
Hnrnpu,0.28031513,2.248202,0.0,1.0,0.5,12.402857,0.0
Homer2,15.089713,73.25375,-0.48985195,2.5072591,0.605024,0.5859531,0.008616357
Hook1,0.276892,2.8450325,0.0,1.0,0.5,0.8435958,0.0
Hormad2,1.209809,0.5764298,0.0,1.0,0.5,0.23186623,0.0
Hoxa7,4.961618,8.203694,0.1675761,1.4347382,-0.4644004,1.9638638,-0.10079994
Hoxa9,2.5768154,2.3793254,-0.6904881,1.581266,-0.17540486,3.7714663,0.973445
Hoxb3,19.608873,40.584198,-0.0068735783,3.6907928,-0.35324514,0.98893714,0.01317905
Hoxb3os,4.8593836,1.2967702,-0.041716244,0.5034308,-1.2966875,0.4809,0.015153515
Hp,0.0016123011,344.2116,0.0,1.0,0.5,19.17961,0.0
Hps3,0.55663013,1.4545304,0.0,1.0,0.5,0.64534676,0.0
Hscb,45.27647,374.62097,-0.79471743,3.4735746,0.37846547,2.807917,-0.011605083
Hsd11b1,25.191801,233.6008,0.008479278,74.588295,0.8845028,2.356101,0.010034191
Hsp90b1,0.017198553,48.586296,0.0,1.0,0.5,31.594389,0.0
Hspa4l,0.17882471,68.9984,-0.22986183,0.34357408,-0.48193645,1.1681643,0.13824415
Hspa5,15.349181,221.67082,5.3443613,34.40557,0.813514,20.46392,0.1673969
Hspb11,2.3362274,22.042158,-0.0076122014,0.9735816,-0.666874,1.8625073,0.032660924
Hspbp1,0.048034422,11.839912,0.0,1.0,0.5,3.052118,0.0
Hspd1,0.01856053,35.93139,0.0,1.0,0.5,30.39254,0.0
Hspe1,44.85194,1903.8196,-0.44350064,9.407507,0.6241437,15.977025,-0.075525604
Hus1,0.3537687,1.4021379,0.0,1.0,0.5,0.9212453,0.0
Icam1,17.934538,44.04678,-0.013678744,0.8661618,-0.9391773,1.0659198,-0.00396236
Icam4,679.8233,1125.6359,0.17129193,133.17836,0.556553,0.8736177,-0.037725095
Ice2,0.47553,1.5108906,0.0,1.0,0.5,0.952547,0.0
Ick,0.5355078,1.5689539,0.0,1.0,0.5,1.2449853,0.0
Ifi203,0.006063982,18.527948,-0.5172933,0.02811541,1.3766202,1.1511663,0.018046495
Ifi27,4.0985794,288.83414,-0.65269697,2.9193714,0.33205765,3.651129,0.02217568
Ifi44,6.1219954,8.708439,-0.06818102,3.6326935,-0.29291108,2.0896137,0.056389578
Ifih1,16.162506,33.1307,0.04725361,2.6775851,-0.4215663,1.4358882,0.027350135
Ifit1,0.0063136215,37.771442,0.0,1.0,0.5,3.865767,0.0
Ifit2,6.745941,14.463023,-0.07809042,0.3326002,-1.340854,0.67695844,-0.005477308
Ifitm1,0.0013366217,459.42087,0.0,1.0,0.5,72.12171,0.0
Ifitm3,8.6850756e-05,1688.49,0.0,1.0,0.5,56.333107,0.0
Ifngr1,33.85592,293.73288,2.6836612,23.15984,1.0250553,22.366434,-0.019911088
Ift46,0.23068367,2.1110606,0.0,1.0,0.5,0.8732347,0.0
Ift74,2.547649,4.048871,-0.030958226,0.78923035,-0.8468775,1.7585188,0.06365848
Igf1r,1.5932451,0.9479919,0.0,1.0,0.5,5.7246037,0.0
Igf2r,10.355782,13.638991,-0.070837446,0.8361569,-0.96042216,0.9831403,0.01890331
Igfbp4,0.008851553,74.48226,0.0,1.0,0.5,23.478615,0.0
Igfbp7,0.106695384,27.029966,-0.44640705,0.22684705,1.7771977,0.768586,0.00871918
Igsf6,0.7460574,0.13903463,0.4915818,0.66180634,-0.8009133,1.2879795,0.31620538
Iigp1,6.771517,3.9602163,-0.082095966,4.3042164,-0.29268682,3.4467282,0.17186594
Ikzf1,3.5186293,15.425896,-0.6815113,5.3117676,0.4975187,1.8063729,2.381571
Ikzf2,0.63973314,0.97949827,-0.58833265,0.04595125,1.2898492,1.2561259,1.0066336
Il10ra,0.0304825,22.46446,-0.1509971,0.14352363,-1.6487716,0.39973518,0.05195732
Il12a,0.06950642,19.03669,0.58245796,4.0757127,2.2028182,3.967411,0.16734914
Il15,11.555263,10.841324,0.09530555,1.7238045,-0.46541658,1.4136845,0.16597198
Il17ra,341.76688,1455.988,-0.5187799,8.995482,0.4744304,1.5551015,0.08625226
Il18,7.5336676,10.299504,-0.086650915,3.9463644,-0.182468,1.8980378,0.061208643
Il18rap,3.0384207,3.566891,-0.2546104,0.21091591,-1.1620169,0.5910513,0.11258594
Il1r1,20.416826,42.442852,-0.45220572,3.413349,0.40019515,0.6469963,0.036364425
Il1rl1,7.148244,2.9935946,-0.699769,0.9327688,0.6932635,0.8502295,-0.29957044
Il3ra,0.02404034,78.72474,-0.4274613,0.26149714,1.8546542,1.8773977,0.0049733403
Il6,13.030814,12.638696,-0.5694146,0.801866,0.64343685,0.6093989,-0.016166277
Il6ra,15.568234,22.716196,-0.14762966,0.20004769,2.4521263,0.9661294,-0.065395795
Il6st,0.3852161,38.611862,-0.30101073,0.12768851,-1.3074062,0.70185494,0.10642377
Il7r,0.035060503,18.70234,0.05954864,3.5790687,2.357195,1.3090671,0.014067677
Impdh1,56.87698,939.2628,0.65561044,70.81891,0.85276455,2.4180338,0.0414594
Incenp,0.10651108,19.664083,-0.44716698,0.03407004,-1.0149782,1.4132131,0.17814282
Inf2,0.12253512,3.9920018,0.0,1.0,0.5,0.8250121,0.0
Inpp1,0.17695633,3.8386178,0.0,1.0,0.5,1.5659162,0.0
Inpp4a,3.3288202,7.866672,-0.014171802,0.4231712,-1.2523466,0.82743835,0.07519872
Inpp4b,5.9043827,0.13901989,0.0,1.0,0.5,0.5971794,0.0
Inpp5d,2.116736,0.5956738,0.0,1.0,0.5,1.4484615,0.0
Insig1,0.054690544,8.354301,0.0,1.0,0.5,2.0757146,0.0
Ipcef1,8.350362,4.586185,-0.06524006,0.24498743,-1.6901305,0.36121058,0.043038987
Ipo11,0.7472316,2.1490114,0.0,1.0,0.5,1.9357706,0.0
Iqgap1,0.7072154,191.01183,-0.12739152,0.31259173,-0.6291101,3.2808867,0.531092
Iqgap2,6.7362432,4.886432,-0.21901543,0.6689558,-0.57616425,5.328167,1.1266983
Iqsec2,1.7098448,0.55195874,0.0,1.0,0.5,0.3739665,0.0
Ireb2,0.7188425,1.4514878,0.0,1.0,0.5,1.0404572,0.0
Irf1,1.0351354,0.8875228,0.0,1.0,0.5,0.86443406,0.0
Irf2,4.9823785,3.776492,-0.050137244,2.9013247,-0.22565746,5.994989,0.5571751
Irf2bp2,0.005404956,39.978844,0.0,1.0,0.5,7.454587,0.0
Irf7,0.012351991,35.717297,0.0,1.0,0.5,4.3283353,0.0
Irf8,0.018334169,49.39552,0.0,1.0,0.5,13.802902,0.0
Irf9,0.11880658,5.22194,0.0,1.0,0.5,1.5175946,0.0
Irgm2,6.6337023,6.438817,-0.025200719,2.4005542,-0.46093914,1.0709063,0.05146231
Isg20,0.007434332,98.437836,0.59618664,3.6127832,2.3527982,2.9404445,0.011346119
Itch,2.212977,0.6878542,0.0,1.0,0.5,1.1729954,0.0
Itga2b,3.3300982,59.72364,-0.5980838,0.3470208,-0.969134,3.3398721,0.033665087
Itga4,0.22079839,1.3960598,-0.76555324,0.08859376,0.9760864,2.7662725,0.92823267
Itga6,19.680965,34.778313,0.066296026,1.7296273,-0.42367876,2.6313848,0.062354542
Itgal,72.84941,157.25027,-0.41885662,3.134008,0.65907234,0.7583655,-0.027954064
Itgb2,0.06950449,78.21887,-0.43485692,0.20392023,1.7690529,0.8894007,0.0077868346
Itgb3,4.7526603,8.661422,-0.2028295,0.37306282,-1.0731736,0.79272294,0.033509858
Itgb7,0.024310343,41.193947,0.2854485,3.8148856,2.3298028,2.2014039,0.039051075
Itih5,2.7118196,4.0357966,-0.88955116,1.1260993,-0.5962817,6.1372037,0.6867937
Itm2b,0.008129678,72.26234,0.0,1.0,0.5,45.622974,0.0
Itm2c,5.1998987,110.92701,0.13133332,0.57175416,1.9023972,3.1795955,-0.04260617
Itpr1,4.7970448,0.25126448,0.0,1.0,0.5,1.1071136,0.0
Itpr2,1.0824358,0.9016544,0.0,1.0,0.5,1.0024028,0.0
Itsn1,6.366752,0.115376584,0.0,1.0,0.5,0.6139091,0.0
Iws1,0.51548386,1.7633075,0.0,1.0,0.5,1.451018,0.0
Izumo4,5.10126,24.604206,-0.09854377,0.6129078,-0.868228,1.1987268,0.00038609473
Jak1,0.24097447,4.8292427,0.0,1.0,0.5,6.4599185,0.0
Jakmip1,14.755918,12.184341,-0.3380313,1.6214763,0.371232,0.42125896,0.061285537
Jarid2,2.2453742,0.54339576,0.0,1.0,0.5,1.5113403,0.0
Jchain,0.001145292,860.9499,0.0,1.0,0.5,216.60503,0.0
Jmjd1c,2.1779065,0.7985323,0.0,1.0,0.5,1.4862332,0.0
Jmy,0.49609864,1.6972302,0.0,1.0,0.5,1.3922511,0.0
Junb,0.010622943,35.701138,0.0,1.0,0.5,9.868594,0.0
Kalrn,55.587513,0.02544252,0.0,1.0,0.5,0.2330228,0.0
Kansl1l,4.77213,0.2528562,0.0,1.0,0.5,0.8559319,0.0
Kansl2,1.7500137,0.62845093,0.0,1.0,0.5,0.60365343,0.0
Kantr,1.7419487,0.7083202,0.0,1.0,0.5,0.3801782,0.0
Kat2b,4.4528756,0.38840458,0.0,1.0,0.5,0.5260948,0.0
Kat6a,0.7881271,1.7329894,0.0,1.0,0.5,1.8610865,0.0
Kat6b,1.8893633,0.8337804,0.0,1.0,0.5,1.0007731,0.0
Kcnc1,46.4838,101.386,-0.2654063,4.3396506,0.5257104,0.32558462,0.0027704726
Kcng2,18.945171,55.964222,-0.6287735,7.741291,0.587682,0.97389716,-0.022297947
Kcnk5,24.684204,75.4029,-0.101022474,2.0893812,-0.43495557,1.5547132,0.020666316
Kcnn4,29.331238,117.096535,-1.0945638,3.3509035,0.3933295,2.847511,0.097719364
Kctd1,25.271933,11.219382,0.3615388,52.980614,0.4744268,0.51362276,0.35159293
Kctd14,46.6472,852.83057,-0.37301004,5.917663,0.5002665,0.8003146,-0.0034345516
Kdm4a,0.19099823,3.0258648,0.0,1.0,0.5,1.1434774,0.0
Kdm4b,0.7151569,1.0584067,0.0,1.0,0.5,0.47623193,0.0
Kdm5a,0.54700756,2.0882173,0.0,1.0,0.5,2.558249,0.0
Kdm5b,14.662658,42.569263,-0.9908706,3.7190974,0.41166145,2.3712995,0.38833717
Kdm5c,1.111669,1.0691733,0.0,1.0,0.5,1.9123667,0.0
Kdm6a,2.518952,0.6733986,0.0,1.0,0.5,1.603123,0.0
Kdm6b,0.13551669,5.735462,0.0,1.0,0.5,2.1920142,0.0
Kdm7a,5.395305,3.2597253,-0.01771942,0.85906655,-0.8842329,1.2273945,0.07617676
Kel,49.025978,26.894194,-0.33224478,9.003785,0.56735367,0.47889137,0.015124829
Khk,0.0058060694,36.486958,0.0,1.0,0.5,3.499097,0.0
Khnyn,0.33795676,2.2223403,0.0,1.0,0.5,0.71908796,0.0
Kif11,0.13567485,7.259638,0.5751187,1.3812824,2.3456023,2.8183944,0.30255893
Kif15,1.8812423,1.9408243,-0.64656353,0.9893379,1.1244472,1.6091938,-0.8217778
Kif20b,0.15026763,3.728003,0.2386046,0.49100658,2.2917817,1.9431881,-0.029486436
Kif21a,11.30026,8.05685,-0.036171913,0.8852077,-1.0427525,0.6635023,0.023924481
Kif22,3.5047257,8.829762,-0.7309873,0.7625506,0.94448596,1.2774994,-0.16899566
Kif23,0.25194,3.3607395,-0.61776006,0.11261241,1.1248015,0.91324466,0.058733515
Kif26b,5.334104,0.15700309,0.0,1.0,0.5,0.2271241,0.0
Kif2c,4.2680664,19.145327,-0.53816086,0.46416104,1.2577991,0.9289504,-0.037591636
Kif4,9.781395,6.1077375,-0.71054417,1.1718662,0.6771258,1.0052923,-0.32700372
Kit,16.469938,40.326347,-1.008205,2.7599058,0.13848841,4.679989,0.48940387
Klf1,0.007716756,74.30072,-0.27959362,0.29666954,2.250041,2.3323364,0.013765481
Klf12,7.208408,0.11635555,0.0,1.0,0.5,0.42342097,0.0
Klf2,0.09262961,4.780097,0.0,1.0,0.5,3.0718627,0.0
Klf3,0.4142355,2.1275296,0.0,1.0,0.5,1.5647608,0.0
Klf4,0.009978508,65.5171,-0.53903407,0.05949526,1.6870266,0.7036509,0.0031882953
Klf6,0.047875714,28.138073,0.61307776,3.8763168,2.3586543,3.1394162,0.14709646
Klf7,0.044129107,13.003347,-0.15157644,0.16503665,-1.4835026,0.6449466,0.15288611
Klf9,0.12369235,4.7287493,0.0,1.0,0.5,1.7286605,0.0
Klhdc1,5.4227324,1.5524769,-0.010475713,0.7543636,-1.0396031,0.7729248,-0.026412731
Klhl24,0.089337856,9.838895,0.0,1.0,0.5,2.931219,0.0
Klhl28,0.22297375,2.714937,0.0,1.0,0.5,0.6301828,0.0
Klhl3,4.584889,1.1632758,0.09577602,2.7960286,-0.43367252,0.97874564,-0.24642788
Klhl4,12.999116,4.8590436,-0.019413412,2.317676,-0.5463804,0.72879636,0.0042291568
Klhl6,16.80689,26.253572,-0.02475142,5.0994215,0.33162922,1.2400752,0.0584289
Klk8,0.0076903226,37.196983,0.0,1.0,0.5,3.3157275,0.0
Klrb1f,13.9185505,63.38695,-0.10751332,0.6654065,2.0381076,0.90686464,-0.01299178
Klrd1,0.033214796,28.478188,0.0,1.0,0.5,3.31882,0.0
