Gene,gamma,beta,offset,a,t,h,intercept
Pdzph1,0.23315029,3.8186846,0.08735388,3.4876964,2.3736355,1.3996946,0.08888341
Pear1,17.949308,53.54126,-0.082305245,3.8541017,-0.16983646,2.1408315,0.012284954
Pecam1,1.3671311,21.70927,-0.6425629,2.7610395,0.49885887,1.1575077,1.0330795
Pf4,0.004458717,196.35924,0.0,1.0,0.5,145.22058,0.0
Pgd,9.467327,458.0151,0.6913081,34.435375,0.8906086,4.3286514,0.006529813
Pglyrp1,0.0010910197,340.34695,0.0,1.0,0.5,14.615232,0.0
Pglyrp2,11.077673,68.37069,-0.20951006,4.368604,-0.13778235,3.3989382,0.029870884
Pgm2l1,1.1745747,0.76950556,0.0,1.0,0.5,0.7452303,0.0
Pgr,7.0912857,5.0586643,-0.097538,0.5927136,-1.0495018,0.6980031,0.022182133
Phactr2,1.4069866,0.5017106,0.0,1.0,0.5,2.2030387,0.0
Phc3,1.9227891,0.5963092,0.0,1.0,0.5,0.4975157,0.0
Phf10,0.014865331,14.930452,-0.70863414,0.34866366,1.3382938,2.191127,0.01694526
Phf12,1.0695432,1.0410281,0.0,1.0,0.5,1.5283504,0.0
Phf14,178.15125,345.56216,0.72956973,56.348827,0.43517897,1.2951996,0.30489624
Phf21a,4.084082,0.3544203,0.0,1.0,0.5,1.4153155,0.0
Phldb2,2.2777338,2.703176,-0.17379758,0.21352401,-1.3940204,0.4922724,0.07150789
Phldb3,0.20604993,2.516979,0.0,1.0,0.5,1.0073634,0.0
Pias1,3.762995,0.48596904,0.0,1.0,0.5,0.9011172,0.0
Pik3ca,1.1074114,1.1801715,0.0,1.0,0.5,1.7530519,0.0
Pik3cd,0.87507635,1.3429325,0.0,1.0,0.5,1.4003276,0.0
Pik3ip1,2.929552,6.110401,-0.013995044,1.7987717,-0.41765264,4.4908876,0.15461124
Pik3r1,0.64478105,2.5297272,0.0,1.0,0.5,5.2101974,0.0
Pim1,13.166295,25.33471,0.060563568,13.666366,0.2991842,6.589313,0.40631908
Pim2,7.183836,7.9868865,-0.056279354,0.7531795,-0.9951444,0.84589374,-0.00041535086
Pink1,0.032543562,12.204878,0.0,1.0,0.5,2.5512795,0.0
Pip4k2a,16.658924,9.168591,-0.532632,4.525258,0.483841,1.0990995,0.4098588
Pitpnc1,1.2358913,0.71052593,-0.6689871,0.048783828,0.6197008,1.9787154,2.3530467
Pja2,0.59824485,1.4669571,0.0,1.0,0.5,1.4790097,0.0
Pkib,8.378782,22.275385,-0.18883137,0.4756013,1.9459023,1.0994217,-0.044864897
Pklr,7.299429,4.9691935,-0.6428853,0.98152924,0.6920686,0.7378334,-0.10615746
Pkm,0.012425851,52.735836,0.0,1.0,0.5,15.77183,0.0
Pla2g12a,0.009456372,82.67014,0.6824493,1.1171094,2.2434072,3.1875827,0.01724847
Pla2g16,24.422728,1135.1658,0.08955891,9.556278,0.29158375,2.4871244,-0.0039614276
Pla2g4a,3.7015724,5.0198116,0.17468864,0.979514,-0.61979324,2.2695374,0.538082
Plac8,0.022168428,42.65714,0.0,1.0,0.5,118.81451,0.0
Plag1,19.19344,6.7709293,-0.01935214,1.6454426,-0.74141765,0.78149354,0.009975924
Plcb2,3.627774,1.5999967,0.31038797,2.9218514,-0.35535967,2.0062058,-0.38443258
Plcb4,2.3894742,0.5078682,0.0,1.0,0.5,1.167999,0.0
Plcg2,2.3303483,0.56492877,0.19838549,1.622254,-0.38417864,1.5079677,0.50892025
Plcl1,6.9335485,0.13185085,0.0,1.0,0.5,0.64490956,0.0
Pld1,2.0761049,0.3732686,0.0,1.0,0.5,0.19775172,0.0
Pld3,2.0584197,1.6129556,0.021076709,0.8445061,-0.87422395,0.8038905,0.028407693
Plec,0.060494144,9.592602,0.0,1.0,0.5,3.1274405,0.0
Plek,5.94339,4.6504455,-1.1372242,1.7996924,0.3682246,1.6753846,0.6680659
Plekha5,14.436627,7.1622343,-0.19568688,0.6327914,-0.92450374,1.4892609,0.14046587
Plekho1,4.903568,17.797956,0.11291292,1.0608414,-0.7030416,2.5569675,-0.0072452235
Plin2,0.4411481,1.6683966,0.0,1.0,0.5,0.7747285,0.0
Plk1,1.8620232,7.9255595,-0.44574985,0.19447505,1.9566644,1.0236518,-0.06655626
Plp2,0.021889092,48.08446,-0.34685385,0.3188279,-0.8077696,1.4923778,0.034948375
Plscr1,64.18184,186.23286,-0.47662765,5.1014075,0.46819812,0.98700714,0.031559605
Plscr4,13.590587,5.6111655,-0.029038243,4.080542,-0.25737134,1.427668,0.0417519
Plxdc2,4.6739717,0.22433186,0.0,1.0,0.5,1.1331934,0.0
Plxnc1,4.5874,4.3685555,-1.3238962,1.317331,0.04394852,2.8074493,0.7555837
Pml,1.0917107,0.96380866,0.0,1.0,0.5,1.244284,0.0
Pmm2,1.085371,0.9583651,0.0,1.0,0.5,0.63774014,0.0
Pnisr,0.53035504,2.607168,0.0,1.0,0.5,3.6515827,0.0
Pnpla8,11.127508,22.290052,-0.048216574,0.4674674,-1.0225295,1.4323459,-0.0130661195
Pnrc1,0.14994517,8.752876,0.0,1.0,0.5,9.50473,0.0
Pold4,0.0026085137,54.888332,0.0,1.0,0.5,3.817754,0.0
Poln,0.27933043,1.7079747,0.0,1.0,0.5,1.5411308,0.0
Por,21.823015,65.84857,-0.9471658,2.393319,0.28724405,2.0188055,0.054059006
Pou2f1,3.6169257,0.3537703,0.0,1.0,0.5,0.6279399,0.0
Pou2f2,2.354395,28.631392,-0.065086156,0.5214411,-0.82047015,2.4523318,0.13701084
Ppfibp2,8.972146,4.497829,0.004147908,0.7158772,-1.2119021,0.57563233,-0.03843007
Ppic,1.827859,7.873798,0.29024568,1.0613835,-0.6177811,2.4324756,-0.0048061013
Ppm1k,0.1939219,2.9617014,0.0,1.0,0.5,0.7679357,0.0
Ppp1r10,0.48034796,2.4588854,0.0,1.0,0.5,3.2289948,0.0
Ppp1r12a,1.7438912,0.81219566,0.0,1.0,0.5,2.3199222,0.0
Ppp1r13b,36.143864,24.230362,-0.22759727,1.6286751,-0.289097,1.7687373,0.11308247
Ppp1r15a,0.027278235,23.534071,0.0,1.0,0.5,4.7581487,0.0
Ppp1r15b,33.508938,716.81976,-0.45658836,2.4289856,0.5657711,0.923157,-0.015455211
Ppp1r16b,17.369467,41.234867,-0.024711844,6.551725,-0.14245044,1.2262886,0.0077106245
Ppp1r18,5.081216,176.51465,0.5107489,3.3244,-0.3559331,2.608126,0.001690396
Ppp1r9a,19.29281,9.44564,-0.08751599,3.1693826,-0.2444639,2.0027692,0.21263948
Ppp1r9b,0.1367631,5.5508738,0.0,1.0,0.5,1.9876491,0.0
Ppp2r5c,1.3896883,1.28835,0.0,1.0,0.5,1.8739544,0.0
Ppp3ca,0.5741596,5.7871947,0.6970487,0.4459503,-1.3186879,2.373722,2.4145052
Ppp6c,0.40442407,1.8246253,0.0,1.0,0.5,2.3723605,0.0
Ppp6r2,7.9122024,4.9348493,-0.11672102,0.32734466,-1.3019881,0.9074766,-0.030205157
Pradc1,56.972637,256.8514,-0.5260924,2.3826435,0.5849422,1.1698077,-0.08104856
Prc1,0.0790462,7.829654,0.62627876,1.771444,2.1539483,4.3413157,0.1677994
Prdm10,1.9847705,0.57199115,0.0,1.0,0.5,0.6119924,0.0
Prdm16,14.865768,2.7168658,0.0057695773,5.8927374,-0.17968816,1.2434982,-0.04421641
Prdm2,0.85684985,1.421815,0.0,1.0,0.5,1.1307523,0.0
Prdx2,0.0048716376,115.57856,0.0,1.0,0.5,55.032112,0.0
Prdx4,12.545744,276.38013,-1.3475999,3.774676,0.45178786,2.9775174,0.026274243
Prdx5,0.014735693,54.16758,0.0,1.0,0.5,19.747704,0.0
Prelid2,1.5933987,5.3553843,-0.48621833,0.3790495,-0.5699499,1.4620293,0.12784089
Prex1,0.8913635,1.0315896,0.0,1.0,0.5,0.9117943,0.0
Prg2,0.0039746095,186.72896,0.0,1.0,0.5,11.289385,0.0
Prg3,0.77848417,62.208904,0.09428517,3.20732,-0.952188,2.7460012,0.002231584
Prickle1,7.3030534,0.10109021,0.0,1.0,0.5,0.18366453,0.0
Primpol,1.1613424,0.8222408,0.0,1.0,0.5,0.66178757,0.0
Prkacb,0.35949093,2.86792,0.0,1.0,0.5,2.4454398,0.0
Prkar2b,3.8511963,44.606815,-0.7597838,1.4301137,0.47698498,1.6805259,0.7367315
Prkca,9.053717,0.11148801,0.0,1.0,0.5,0.90048444,0.0
Prkcb,4.9481087,0.17005019,0.0,1.0,0.5,0.35995984,0.0
Prkce,4.93511,0.24870102,0.0,1.0,0.5,1.0913591,0.0
Prkch,3.1799073,0.3039503,0.0,1.0,0.5,0.9060693,0.0
Prkcq,9.855335,3.5250604,-0.2007226,0.7851695,-0.6926051,1.3569288,-0.0083239395
Prkd2,27.97558,24.100307,-0.04258915,0.97732127,-0.81949,1.3430495,-0.0034002995
Prkg1,27.371077,0.035237867,0.0,1.0,0.5,0.73055744,0.0
Prr12,0.27321747,2.2521887,0.0,1.0,0.5,1.0718143,0.0
Prr13,0.01127966,37.687496,0.0,1.0,0.5,9.920776,0.0
Prrc2b,0.58948207,1.9095243,0.0,1.0,0.5,1.7051561,0.0
Prrg4,19.764488,26.103952,-0.1506151,0.6271859,-0.9697488,1.023369,0.02369025
Prss34,0.0006057823,1619.7496,0.0,1.0,0.5,617.8176,0.0
Prss50,0.008782335,75.48157,0.0,1.0,0.5,2.4967601,0.0
Prss57,0.4054845,2.3412516,0.0,1.0,0.5,8.407051,0.0
Prtn3,0.0048952377,217.46936,0.0,1.0,0.5,348.83566,0.0
Psap,0.034523606,110.62756,-0.5699247,0.09566394,-0.6970257,2.6366215,0.03696609
Psd3,4.7318096,0.17687841,0.0,1.0,0.5,1.1743343,0.0
Psen2,0.13595663,58.919506,-0.025057694,0.21514173,-1.3564019,1.6395499,0.064059384
Psma8,0.42362958,1.3484391,0.0,1.0,0.5,0.46338624,0.0
Psrc1,0.008729594,24.700102,-0.5431539,0.07833556,1.6417501,0.8262082,0.001633773
Pten,4.437232,2.9178436,-0.020267976,1.1210405,-0.12798747,2.26716,0.38927615
Ptgr1,0.035181046,614.56854,0.27822977,45.22459,0.93225414,6.8551955,0.0077894423
Ptgs1,18.530333,113.256615,0.2654898,12.4760895,0.0007266194,2.1923254,0.0053590205
Ptk2b,1.7160873,0.7708908,0.0,1.0,0.5,1.2069949,0.0
Ptma,0.01571668,56.054867,0.0,1.0,0.5,88.25074,0.0
Ptms,0.008403984,53.208424,0.0,1.0,0.5,6.3203697,0.0
Ptp4a3,0.009596865,31.811296,0.0,1.0,0.5,5.201144,0.0
Ptpn12,4.9729557,2.6298199,-0.04947503,0.843455,-0.44959617,1.0035714,0.2388535
Ptpn14,5.4283185,20.126858,-0.64255476,1.775132,0.39293578,0.82730615,0.046561252
Ptpn3,1.9900665,0.47594073,0.0,1.0,0.5,0.33130443,0.0
Ptpn4,3.5872386,0.39002645,0.0,1.0,0.5,0.54355085,0.0
Ptprc,15.380111,49.49957,0.25127438,1.4782486,-0.42236525,2.9431524,0.48850602
Ptprcap,0.0069138086,72.05969,0.0,1.0,0.5,14.613679,0.0
Ptpre,75.44018,196.68674,0.24199116,9.846613,0.41604495,3.5509324,1.4440562
Ptprs,0.19457707,3.488752,-0.71552384,0.17090008,0.52510184,1.2907783,0.17813939
Pttg1ip,0.004371821,479.11722,-0.03500246,0.5129496,-0.85034686,2.2727773,0.01134951
Pura,3.5315354,24.586853,0.006180506,1.6987056,-0.23912698,5.5984716,0.1295618
Qk,1.4475222,0.75257903,0.0,1.0,0.5,1.8531768,0.0
R3hdm2,0.9738004,1.6248423,0.0,1.0,0.5,2.1452723,0.0
Rab11a,6.7622566,37.206585,0.016685016,0.8673564,-0.60931,4.7048483,0.10462717
Rab11fip2,1.1713488,0.7592921,0.0,1.0,0.5,0.4202844,0.0
Rab19,0.034238234,18.352804,0.058688387,3.1323857,2.2904706,1.3728967,0.009461741
Rab27b,3.7350762,3.5250256,-0.555273,0.5277066,-0.71525353,1.8824422,0.23793332
Rab2b,0.9409989,1.0151272,0.0,1.0,0.5,0.36927104,0.0
Rab37,108.23299,7917.9443,-0.9098918,6.5470324,0.40011698,2.2550492,0.0008237753
Rab38,12.403687,36.38214,-0.5807641,2.0483096,-0.20532137,8.816953,0.22349979
Rab40b,8.331241,6.167571,-0.107067294,0.30715653,-1.4309703,0.5650925,-0.0021332812
Rab44,5.203969,118.15533,-0.102389894,4.596643,1.1132659,4.9230328,-0.035332277
Rab4a,139.45956,764.94507,-0.57993454,9.201952,0.50600964,1.0993668,-0.004341793
Rabep1,1.3992727,0.9960979,0.0,1.0,0.5,1.6718092,0.0
Rabgap1l,1.9392644,0.53764266,0.0,1.0,0.5,3.4395747,0.0
Racgap1,3.0811691,7.562519,-0.688898,1.0540988,0.98129725,1.4941899,-0.236311
Rad21,0.54981023,32.09691,-0.5175977,0.2656417,-0.5228744,2.0939724,0.3025202
Rad51ap1,59.575302,613.57874,-0.10595914,12.9684105,0.6742104,1.0018264,-0.014678914
Rai14,1.7937443,0.5227959,0.0,1.0,0.5,0.55270594,0.0
Ralgapa2,3.578302,0.40572524,0.0,1.0,0.5,0.83768046,0.0
Ralgapb,1.8728522,0.8100633,0.0,1.0,0.5,0.6499682,0.0
Ramp1,14.126226,375.2294,1.447003,0.63429534,1.8995421,27.176805,-0.027569916
Ran,0.0018945779,200.77133,0.0,1.0,0.5,39.264847,0.0
Rap1b,4.0234437,30.221987,0.3457781,0.44679877,-1.1012362,10.802472,0.46172255
Rap2c,0.0465921,6.286055,0.0,1.0,0.5,1.1618474,0.0
Rara,3.5377839,21.11002,-0.33940715,0.8354969,0.31247956,0.4439639,0.025941294
Rasa1,0.97655886,1.3979229,0.0,1.0,0.5,1.5657988,0.0
Rasa3,11.031767,22.10268,0.06767701,1.3233807,-0.47666243,2.197926,0.17537016
Rasa4,18.66516,42.442112,-0.20235212,0.17625019,2.392072,0.8139893,-0.024696013
Rasal3,0.1321803,5.059959,0.0,1.0,0.5,1.666326,0.0
Rasgrp2,21.339067,20.383797,1.0372441,27.780165,0.8964741,3.434505,-0.51571673
Rassf2,3.8245635,12.282532,0.1454323,1.6792817,-0.60958433,1.3906878,0.103837036
Rassf4,2.8071392,19.231447,-0.0835827,1.4089038,1.5932503,2.2083364,-0.064957164
Rb1cc1,0.57675993,2.2537742,0.0,1.0,0.5,2.6055868,0.0
Rbbp9,5.2586374,14.707985,-0.014176694,0.5119685,-1.2513368,0.7971451,-0.0081771035
Rbl2,0.56929654,1.0171534,0.0,1.0,0.5,1.4859314,0.0
Rbm12b2,0.11575448,3.4787633,0.0,1.0,0.5,0.71249145,0.0
Rbm47,2.6322067,0.325903,0.0,1.0,0.5,0.6910606,0.0
Rbm5,0.37634143,3.3516374,0.0,1.0,0.5,3.739593,0.0
Rbp1,0.013520944,48.025356,0.0,1.0,0.5,5.950224,0.0
Rbpms,10.17244,7.603785,-0.19084987,2.230897,-0.19062954,3.1966534,0.122356124
Rbpms2,3.125818,27.787579,-0.5241248,1.7223473,0.32097185,0.70074236,0.024598224
Rc3h2,0.7777395,1.383878,0.0,1.0,0.5,1.0014161,0.0
Rcor3,0.26542073,2.5029576,0.0,1.0,0.5,0.88009304,0.0
Rdh5,10.88113,0.09773434,0.0,1.0,0.5,0.19083916,0.0
Rec114,12.967282,10.199457,-0.699461,0.6675163,0.62143457,0.8613345,-0.14898299
Rec8,8.610511,21.910633,-0.20213594,0.36794466,-1.1572198,0.994309,0.015897263
Rel,0.75061,1.4042608,0.0,1.0,0.5,1.4125289,0.0
Rell1,0.96270925,1.0092607,0.0,1.0,0.5,1.2515293,0.0
Reps2,2.523111,0.32374686,0.0,1.0,0.5,0.33132872,0.0
Rere,3.3268745,0.4346461,0.0,1.0,0.5,1.5869167,0.0
Rexo4,0.14125137,3.7774727,0.0,1.0,0.5,2.4216926,0.0
Rfesd,0.033127822,15.238388,0.0,1.0,0.5,2.6024773,0.0
Rftn1,43.928516,46.01536,-0.8037654,2.0257788,0.3070049,1.8042673,0.06316712
Rfx3,5.0334063,0.29207298,0.0,1.0,0.5,0.5390621,0.0
Rgcc,31.039684,989.5624,0.45612058,45.876728,0.89519215,24.768847,0.048286
Rgl1,17.994038,11.820659,-0.08564499,0.29047513,-1.4484142,0.4809646,0.009118874
Rgs1,0.07008852,10.215146,0.0,1.0,0.5,7.2478523,0.0
Rgs10,85.252075,1263.9789,-0.13512285,14.263331,0.65872216,1.9477466,-0.024898522
Rgs18,12.027519,47.413464,-1.141668,4.070351,0.2782054,6.060909,0.15509959
Rgs2,0.26546133,215.42197,-0.64162785,0.8784308,0.5245679,1.3818511,0.09758806
Rhag,0.1737688,2.6156387,-0.20888615,0.26378527,2.3755257,0.66415286,-0.044814575
Rhd,0.09844988,10.114401,0.0,1.0,0.5,9.494166,0.0
Rhobtb3,20.383446,52.513317,0.07932682,11.325845,0.26854247,0.71006966,0.03402623
Rhoh,0.18385376,4.3625393,0.0,1.0,0.5,2.2784233,0.0
Rhoq,11.172682,7.8972363,-0.08844158,0.55550027,-1.140852,0.83551383,0.0071382048
Ric8b,1.4321349,0.8986073,0.0,1.0,0.5,0.6588005,0.0
Rictor,1.6236517,0.9347825,0.0,1.0,0.5,1.0807831,0.0
Rmdn1,0.970339,1.2084451,0.0,1.0,0.5,1.2257807,0.0
Rnase6,0.6553086,22.432457,-0.5049656,0.47038144,-0.4682608,1.8595767,0.039801713
Rnasel,0.322037,3.2099023,0.0,1.0,0.5,1.6708691,0.0
Rnf103,0.84032595,0.88875556,0.0,1.0,0.5,0.45863596,0.0
Rnf11,0.21177483,3.833095,0.0,1.0,0.5,1.8037964,0.0
Rnf122,19.853668,62.38617,-0.07775493,1.1447816,-0.5577464,0.7438604,-0.004486113
Rnf125,0.41680795,47.24747,-0.27658722,0.14428353,-1.1923143,1.0559033,0.13614859
Rnf144b,22.454157,2.6736069,0.025607076,1.1337132,-1.213818,0.5049059,-0.2148381
Rnf145,6.76142,9.784397,-0.098770164,0.19109298,-1.4703953,0.7282323,0.0047184154
Rnf150,10.463225,1.8602909,-0.07483695,0.28960764,-1.5097792,0.39461622,0.013496759
Rnf166,0.16384314,3.85528,0.0,1.0,0.5,2.5781927,0.0
Rnf167,0.2774739,2.6359227,0.0,1.0,0.5,1.5266399,0.0
Rnf169,3.3210492,0.46138674,0.0,1.0,0.5,0.8623811,0.0
Rnf17,1.1588567,0.5437012,0.0,1.0,0.5,0.27813464,0.0
Rnf180,3.7796164,0.2600052,0.0,1.0,0.5,0.36077914,0.0
Rnf213,0.6761726,1.8916988,0.0,1.0,0.5,3.2129493,0.0
Rnf214,0.6671098,1.6370542,0.0,1.0,0.5,1.0878624,0.0
Rnf24,4.2616997,0.2756619,0.0,1.0,0.5,0.5580032,0.0
Rnf38,1.0725391,1.0815754,0.0,1.0,0.5,1.1665941,0.0
Rnf41,3.2192383,0.3636404,0.0,1.0,0.5,0.2135102,0.0
Rock2,0.84480137,1.8040975,0.0,1.0,0.5,4.9120145,0.0
Rora,5.0397086,0.16923124,0.0,1.0,0.5,1.4109998,0.0
Rpgrip1,0.04597034,6.054048,0.0,1.0,0.5,3.139395,0.0
Rpl21,0.00084141083,424.10797,0.0,1.0,0.5,156.84831,0.0
Rprd2,1.0497093,1.3255746,0.0,1.0,0.5,1.2553849,0.0
Rps24,0.00338435,66.80689,0.0,1.0,0.5,268.05542,0.0
Rps6ka1,4.6563625,70.03105,0.8242023,33.25849,0.9048556,1.9330511,0.12298405
Rps7,0.00035940015,602.50464,0.0,1.0,0.5,178.4289,0.0
Rps8,0.0030171704,154.44017,0.0,1.0,0.5,209.64291,0.0
Rps9,0.002111182,196.99452,0.0,1.0,0.5,138.64308,0.0
Rrm1,28.830635,205.2536,-0.7104213,5.5516086,0.6873628,2.6591008,-0.032492373
Rrm2,0.22274804,1.9646322,1.3065163,0.9339753,-1.2780602,3.5756187,0.2660708
Rrm2b,2.7415192,0.44081166,0.0,1.0,0.5,1.6533437,0.0
Rsad2,3.935783,23.335938,-0.10609296,1.4872476,-0.63177973,1.6631174,0.022132901
Rsbn1l,62.178814,96.50587,0.3960497,12.061667,0.3608376,1.6396233,0.28368035
Rsf1,0.7631596,1.6306608,0.0,1.0,0.5,2.0954282,0.0
Rsrp1,1.9617685,129.48476,-0.046768114,0.19599362,-0.8190148,6.0525413,0.5741479
Rtp4,4.7449026,47.878326,-0.45920065,2.0760248,-0.28778973,4.262709,0.047517236
Rufy2,0.44778484,1.7952071,0.0,1.0,0.5,0.7596786,0.0
Runx1,6.157005,0.17570956,0.0,1.0,0.5,5.497121,0.0
Runx2,22.629063,0.046784922,0.0,1.0,0.5,0.3385122,0.0
Runx2os1,0.71428674,0.84840673,0.0,1.0,0.5,0.545551,0.0
Runx3,26.165068,250.0303,0.69181156,55.554283,0.47614074,1.155405,0.022756808
Rybp,1.812164,0.7328629,0.0,1.0,0.5,0.7402924,0.0
Ryk,19.030079,56.273922,0.03878976,12.581872,-0.016805135,1.6393573,-0.0008582127
S100a10,0.012217105,61.794407,0.0,1.0,0.5,44.285973,0.0
S100a11,0.011684697,68.666145,0.0,1.0,0.5,25.568537,0.0
S100a6,12.248402,15.661151,0.12579311,13.176566,0.067481555,2.2963564,0.022227572
S100a8,0.0032161567,257.3475,0.0,1.0,0.5,74.757355,0.0
S100a9,0.012398561,63.696415,0.0,1.0,0.5,19.794628,0.0
S1pr1,5.1786127,23.883497,-0.40610176,0.8871092,-0.09848204,0.7670095,0.024590626
Samd10,0.1445395,3.1788445,0.0,1.0,0.5,0.65724003,0.0
Samd12,6.8298435,0.14438173,0.0,1.0,0.5,1.4437152,0.0
Samd14,67.04092,475.78915,0.0060196137,166.17365,0.5364575,0.94397306,-0.0010197464
Samd4b,0.41585013,1.6844643,0.0,1.0,0.5,0.8834806,0.0
Samd9l,8.39688,38.714264,-0.31051993,1.116383,-0.34344995,1.5597351,0.026875759
Samhd1,2.9169083,4.828024,0.17865376,1.0189747,-0.63670045,2.6907327,0.0587015
Samsn1,63.418705,81.14932,-0.51819617,5.7001967,0.34162652,2.1886976,0.20369932
Sapcd1,15.474761,110.62706,-0.4119864,5.5933285,0.53311145,0.55055976,0.018824777
Sat1,0.9719462,135.38335,1.0372055,45.933784,0.91789097,5.165994,0.23918438
Satb1,0.46612683,2.463371,0.4907559,3.7434313,2.3764246,2.5757768,0.70489925
Scai,2.3159695,0.49952617,0.0,1.0,0.5,0.7728279,0.0
Scamp1,0.93600106,1.0772536,0.0,1.0,0.5,0.58939,0.0
Scaper,5.25035,1.5864705,-0.03535515,1.0309259,-0.7263343,1.1980512,0.10276482
Scarf1,38.334057,56.25076,0.0119827045,12.027721,0.022546131,1.9599959,0.03854065
Scd2,0.014142812,21.09533,0.0,1.0,0.5,2.8117423,0.0
Scin,0.18247402,5.384267,0.0,1.0,0.5,11.290448,0.0
Scyl3,1.208246,0.82600003,0.0,1.0,0.5,0.47086376,0.0
Sdf2l1,0.0024514503,192.77484,0.0,1.0,0.5,13.251069,0.0
Sdsl,104.841194,4184.185,-1.4834163,8.177231,0.44273314,3.9422624,-0.0048880433
Sec11c,6.2131867,193.8397,3.4536736,1.482169,1.7565005,19.656416,0.005179501
Sec61b,0.0022125433,186.71652,0.0,1.0,0.5,34.05229,0.0
Selenbp1,0.09497875,435.7695,-0.9079758,2.448523,0.31181324,2.6334236,0.108431555
Sell,17.666344,58.875423,-0.10195365,0.578828,1.7878349,3.6685505,-0.27129063
Selp,15.007391,23.21991,-0.18657012,0.49303776,-1.0147849,1.1293889,0.008435348
Selplg,42.030678,54.167786,-0.26549947,0.38340908,1.5022042,2.4422379,-0.6377359
Sema3d,3.7755277,2.2035854,-0.1979631,0.20429148,-1.332942,0.43695563,0.08877216
Sema4b,0.20116134,3.2977748,0.0,1.0,0.5,1.065282,0.0
Sema4d,2.558019,0.4697538,0.0,1.0,0.5,0.49047565,0.0
Senp7,0.6788059,1.6284908,0.0,1.0,0.5,1.8402895,0.0
Sept1,0.047668774,15.446431,0.0,1.0,0.5,5.274234,0.0
Sept4,3.7649527,41.439816,-0.100998394,0.32655525,-1.4180912,0.5839421,0.0069333585
Sept6,21.262209,84.21824,-0.30654514,1.1520392,-0.15613894,1.4991882,0.15539475
Serinc3,20.364408,92.284515,-1.5156622,2.830463,0.24813616,10.523454,0.2621421
Serinc5,0.52073944,1.1338238,0.0,1.0,0.5,0.57335025,0.0
Serp1,0.011746303,39.132797,0.0,1.0,0.5,7.909097,0.0
Serpina3g,5.852805,88.08394,-0.28752613,3.1462748,-0.18969923,6.523048,0.026294116
Serpinb1a,0.014302339,50.30139,0.0,1.0,0.5,22.035973,0.0
Serpinb6a,0.35634986,2.782897,0.0,1.0,0.5,2.707037,0.0
Serpine2,0.038791787,4.7579565,0.2667548,1.4375641,-1.2337807,1.2296184,0.03918202
Serpinf1,0.007469075,141.91759,0.47693977,0.8331009,-1.1121655,1.9179713,0.015915582
Serpini1,6.4654,7.553987,-0.33835596,0.3502652,-0.81631285,0.8671145,0.07195222
Sertad1,0.08076816,5.847205,0.0,1.0,0.5,1.2410634,0.0
Sertad2,0.517179,1.723508,0.0,1.0,0.5,1.1341201,0.0
Sesn1,1.9501208,0.7826797,0.0,1.0,0.5,1.7955923,0.0
Sesn3,32.528557,52.055004,-0.099320345,2.2170148,-0.36586624,1.9399135,0.056476388
Setd2,0.9360758,1.2557098,0.0,1.0,0.5,2.0642574,0.0
Sfmbt1,2.6013565,0.40111163,0.0,1.0,0.5,0.90220684,0.0
Sft2d2,6.1705346,14.151722,0.12955114,0.91735375,-0.8907229,1.4343469,-0.03448295
Sgce,24.962585,31.914743,-0.11350581,1.715399,-0.4858287,1.4398814,0.009203946
Sgms1,3.9470491,0.27515155,0.0,1.0,0.5,1.7721375,0.0
Sh3bgrl3,0.00044464236,299.9918,0.0,1.0,0.5,26.559055,0.0
Sh3glb1,239.86775,304.59753,-1.3880993,5.0295005,0.4515396,2.7075279,0.29429683
Sh3kbp1,3.3975563,15.419427,-0.2656945,0.1615138,1.986013,1.494814,1.3095633
Sh3pxd2a,1.0805757,0.6784374,0.0,1.0,0.5,0.31027836,0.0
Shank3,8.998863,3.1428378,-0.2767649,0.53738654,-1.1207163,1.9021266,0.19755259
Shisa5,0.006801919,69.02651,0.0,1.0,0.5,9.696063,0.0
Siae,13.237675,18.361767,-0.124492146,0.5451763,-0.9922865,1.1516759,-0.019646421
Siglecf,10.708164,127.48282,-0.29290196,0.49605814,1.82323,1.2009544,-0.012827911
Sik1,2.178844,0.42417806,0.0,1.0,0.5,0.6949291,0.0
Sipa1l1,1.7266768,13.166118,-0.7849606,4.028988,0.5115091,1.4144503,1.12461
Ska3,37.685684,38.845997,-0.4959517,1.7592653,0.62260354,0.6533424,-0.060320295
Skap1,0.42776346,5.815334,-0.30074805,0.1897614,-0.892283,0.46092686,0.05225193
Ski,0.39637944,2.2461672,0.0,1.0,0.5,0.86937815,0.0
Skil,0.17985396,3.519711,0.0,1.0,0.5,1.0151814,0.0
Sla,23.587389,60.00836,-0.1743023,0.1756136,2.356236,1.2642021,-0.094980635
Sla2,20.090696,56.266563,-0.05253293,4.3744073,-0.18375398,1.6129786,0.008509913
Slain1,6.740586,19.912247,-0.10028528,0.727904,-0.82212955,1.3010701,0.026491096
Slamf1,21.914759,42.537365,-0.20627408,0.39745897,-1.1046673,0.9467134,0.0021113297
Slamf7,0.6029761,1.5700998,0.0,1.0,0.5,0.80205697,0.0
Slc12a2,8.445817,19.467085,-0.20839626,0.42225134,-1.1503645,1.1571028,0.046223626
Slc14a1,0.057908736,36.412704,0.51982397,4.119951,2.338768,3.1955204,0.23651245
Slc15a2,0.62218744,0.958013,0.0,1.0,0.5,0.30594397,0.0
